Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
15,16,1,4,0,28,2,0,8,4,38,70,0,103,3,2.43,14.44,140.8,9,0.06,-9.199999999999989,66,1.07,0,0,normal
4,11,0,1,2,19,3,0,14,2,63,73,1,170,1,0.72,13.45,147.9,6,0.15,-2.0999999999999943,38,2.75,0,0,oil_change_needed
6,10,0,0,3,21,3,0,6,5,63,42,5,210,4,2.79,13.58,137.7,3,0.06,-12.300000000000011,40,1.67,0,0,normal
6,9,1,1,0,23,0,0,11,7,62,94,0,262,0,2.48,16.39,162.7,2,0.13,12.699999999999989,40,1.5,0,0,oil_change_needed
3,9,1,0,1,16,3,0,10,1,43,26,0,451,5,1.58,19.48,164.4,1,0.09,14.400000000000006,32,3.0,0,0,oil_change_needed
7,10,0,1,1,20,2,1,15,1,37,66,3,444,4,2.53,15.45,163.0,9,-0.02,13.0,40,1.43,0,0,oil_change_needed
4,8,1,2,1,33,2,0,60,2,66,57,0,367,2,2.09,12.49,156.0,13,0.23,6.0,50,2.0,0,0,machine_depreciation
8,8,1,3,1,31,0,0,0,5,59,82,4,237,1,0.78,14.32,163.7,1,0.15,13.699999999999989,51,1.0,0,0,machine_depreciation
7,7,0,1,1,20,0,0,16,2,32,48,4,405,0,-0.04,16.49,156.0,0,0.01,6.0,35,1.0,0,0,oil_change_needed
3,9,1,2,4,15,4,0,0,6,59,64,0,447,0,3.42,13.59,145.6,10,0.1,-4.400000000000006,34,3.0,0,0,normal
7,11,0,2,3,9,4,0,19,2,62,72,3,324,4,2.82,11.4,157.9,4,0.03,7.900000000000006,33,1.57,0,0,normal
4,9,1,0,1,22,2,0,3,0,42,90,1,436,4,1.8,15.06,156.5,6,0.07,6.5,38,2.25,0,0,normal
3,15,0,3,3,17,1,0,0,3,49,29,0,415,2,2.64,16.03,139.7,2,0.14,-10.300000000000011,39,5.0,0,0,oil_change_needed
5,16,0,1,3,27,1,0,13,5,67,66,0,439,1,1.44,13.3,141.9,1,0.09,-8.099999999999994,50,3.2,0,0,normal
3,12,1,1,3,22,0,1,12,4,37,15,3,208,3,1.45,15.33,153.0,10,0.05,3.0,39,4.0,0,0,oil_change_needed
3,9,1,0,2,27,1,0,8,2,40,71,1,405,4,2.38,15.29,133.1,7,0.02,-16.900000000000006,41,3.0,0,0,normal
5,7,1,1,5,18,1,0,1,2,53,21,0,279,2,2.09,13.65,161.4,6,0.12,11.400000000000006,33,1.4,0,0,oil_change_needed
7,5,0,1,4,22,0,1,8,4,62,81,1,352,6,2.88,14.39,166.0,10,0.02,16.0,35,0.71,0,0,oil_change_needed
4,9,0,1,0,31,1,0,9,3,39,45,1,408,1,3.43,13.06,144.9,2,0.05,-5.099999999999994,46,2.25,0,0,machine_depreciation
6,11,1,1,2,14,5,1,18,1,36,73,1,296,3,2.28,15.27,154.3,6,0.15,4.300000000000011,38,1.83,0,0,normal
2,8,0,4,0,19,2,0,19,1,31,99,1,181,1,2.15,15.5,164.6,0,0.14,14.599999999999994,35,4.0,0,0,oil_change_needed
6,7,1,0,4,18,1,0,0,2,38,81,1,256,3,2.04,14.69,148.6,0,0.11,-1.4000000000000057,33,1.17,0,0,normal
7,6,0,0,0,19,2,1,13,4,51,51,0,493,5,-0.38,14.13,169.1,11,0.13,19.099999999999994,34,0.86,0,0,sludge_formation
5,11,0,1,5,20,3,1,4,4,68,47,0,174,3,1.4,17.19,162.0,9,0.11,12.0,40,2.2,0,0,normal
8,9,0,2,4,23,1,0,14,5,38,12,2,222,1,2.17,14.05,154.1,9,0.07,4.099999999999994,43,1.12,0,0,oil_change_needed
6,6,0,0,0,20,1,0,17,2,68,56,1,327,2,1.27,13.99,163.6,14,0.14,13.599999999999994,33,1.0,0,0,oil_change_needed
2,12,0,3,1,21,2,0,9,4,34,85,0,195,3,1.43,15.77,159.0,8,0.13,9.0,40,6.0,0,0,normal
2,6,0,0,2,23,1,0,16,3,62,17,4,345,2,1.65,12.97,137.7,2,0.06,-12.300000000000011,32,3.0,0,0,oil_change_needed
6,9,1,2,3,28,1,1,0,3,45,42,0,272,3,4.22,17.96,141.4,14,0.11,-8.599999999999994,47,1.5,0,0,normal
5,16,0,1,4,14,1,0,8,3,35,52,0,499,2,2.12,11.69,158.4,2,0.2,8.400000000000006,37,3.2,0,0,oil_change_needed
4,9,0,0,1,22,5,1,0,4,64,11,1,497,3,3.62,13.64,170.6,5,0.15,20.599999999999994,40,2.25,0,0,oil_change_needed
1,8,0,0,2,23,2,0,2,5,30,31,1,108,3,2.44,15.14,134.7,5,0.03,-15.300000000000011,34,8.0,0,0,normal
4,5,0,0,4,14,2,1,4,3,49,82,3,300,1,1.54,14.51,140.8,5,0.1,-9.199999999999989,25,1.25,0,0,normal
1,11,1,2,1,19,0,0,11,3,55,83,0,364,1,2.22,14.73,165.8,6,0.14,15.800000000000011,34,11.0,0,0,oil_change_needed
2,13,1,0,1,38,1,0,17,6,49,91,1,365,0,0.39,14.2,146.3,11,0.05,-3.6999999999999886,55,6.5,0,0,machine_depreciation
3,8,0,2,2,16,2,0,19,5,42,23,1,122,0,2.62,17.38,150.5,10,0.14,0.5,31,2.67,0,0,oil_change_needed
6,6,0,1,2,21,0,0,4,1,63,59,0,300,4,2.81,16.25,151.1,10,0.09,1.0999999999999943,34,1.0,0,0,normal
5,9,1,1,0,16,0,0,1,1,50,72,3,414,1,2.67,17.46,157.8,13,0.07,7.800000000000011,32,1.8,0,0,normal
2,10,0,1,3,12,5,0,2,3,42,59,1,480,3,3.13,15.21,162.3,6,0.1,12.300000000000011,30,5.0,0,0,oil_change_needed
5,8,0,3,4,24,0,0,2,3,34,16,1,163,1,2.33,14.98,153.3,5,0.16,3.300000000000012,40,1.6,0,0,oil_change_needed
6,5,0,2,2,22,1,0,6,5,38,63,3,316,2,2.66,17.28,162.0,11,0.06,12.0,36,0.83,0,0,normal
7,7,0,1,2,17,2,0,13,1,38,35,0,247,4,2.91,12.87,178.2,11,0.1,28.19999999999999,34,1.0,0,0,oil_change_needed
7,6,0,0,2,20,1,0,5,1,40,64,1,217,0,1.1,15.24,160.7,5,0.1,10.699999999999989,34,0.86,0,0,normal
9,9,0,0,3,29,0,0,14,7,37,61,0,105,2,3.34,11.86,161.1,12,0.04,11.099999999999994,47,1.0,0,0,normal
4,9,0,1,2,18,4,0,18,1,44,87,1,315,4,2.94,16.44,142.7,5,0.14,-7.300000000000011,36,2.25,0,0,normal
9,8,0,1,2,23,2,1,6,1,33,24,2,120,3,0.56,14.08,152.3,3,0.1,2.300000000000012,43,0.89,0,0,oil_change_needed
5,8,0,0,5,12,1,0,6,2,57,51,1,100,1,2.53,13.91,154.7,10,0.09,4.699999999999989,26,1.6,0,0,normal
4,14,0,0,1,21,1,0,17,3,37,23,1,379,1,0.86,12.69,139.8,5,0.1,-10.199999999999989,40,3.5,0,0,oil_change_needed
6,6,1,1,2,21,1,1,19,5,45,12,2,369,4,1.65,13.45,153.3,13,0.1,3.300000000000012,36,1.0,0,0,oil_change_needed
4,11,0,0,2,22,0,1,8,3,61,92,3,347,1,2.7,15.84,154.2,7,0.05,4.199999999999989,37,2.75,0,0,normal
6,11,0,1,5,21,2,0,8,3,51,82,0,484,2,3.91,16.78,146.6,5,0.15,-3.4000000000000057,41,1.83,0,0,normal
6,12,1,2,1,22,4,0,11,2,52,89,1,447,0,0.96,12.39,156.9,2,0.07,6.900000000000006,47,2.0,1,0,water_contamination
1,6,1,0,0,20,1,0,14,3,60,88,0,456,1,2.21,13.18,176.2,10,0.01,26.19999999999999,29,6.0,0,0,oil_change_needed
10,10,0,2,1,21,1,0,19,6,38,88,1,286,0,1.49,14.74,173.8,8,0.14,23.80000000000001,44,1.0,1,0,water_contamination
8,7,0,1,2,9,1,1,6,2,45,57,0,284,0,1.55,15.71,150.3,1,0.03,0.3000000000000113,26,0.88,0,0,normal
5,8,1,0,3,23,1,0,9,1,30,64,1,254,2,2.3,13.18,165.4,3,0.16,15.400000000000006,38,1.6,0,0,oil_change_needed
1,14,0,0,1,22,1,0,14,2,38,19,0,390,3,2.24,14.57,171.6,12,0.23,21.599999999999994,38,14.0,0,0,sludge_formation
4,7,1,2,1,14,3,1,0,2,59,17,1,213,2,1.35,12.95,146.5,11,0.07,-3.5,31,1.75,0,0,oil_change_needed
5,17,0,2,4,22,2,0,0,6,46,26,1,361,1,3.48,15.47,161.3,13,0.05,11.300000000000011,48,3.4,0,1,oil_change_needed
8,15,0,2,4,20,1,0,8,5,44,66,1,188,1,1.6,16.73,145.4,8,0.09,-4.599999999999994,46,1.88,0,0,normal
3,6,0,1,3,18,0,1,16,3,45,60,0,138,5,2.49,11.75,146.2,8,0.18,-3.8000000000000114,28,2.0,0,0,normal
8,6,0,1,3,21,1,0,8,2,57,26,1,336,3,1.6,13.45,158.4,4,0.09,8.400000000000006,37,0.75,0,0,oil_change_needed
3,12,0,1,0,14,3,0,15,0,37,47,0,461,2,0.96,15.15,159.3,9,0.09,9.300000000000011,33,4.0,0,1,oil_change_needed
6,10,0,1,6,14,1,0,4,6,63,64,1,212,4,3.42,15.5,146.5,14,0.06,-3.5,32,1.67,0,0,normal
6,10,0,0,0,23,3,0,0,3,43,48,0,405,3,-0.04,16.05,149.9,13,0.09,-0.0999999999999943,42,1.67,0,0,oil_change_needed
9,4,0,0,1,23,0,0,8,2,54,74,1,322,0,0.75,15.96,158.4,5,0.02,8.400000000000006,36,0.44,0,0,oil_change_needed
3,12,1,0,4,22,1,0,17,5,67,42,1,303,1,2.75,13.17,166.2,11,0.1,16.19999999999999,39,4.0,0,0,oil_change_needed
2,10,1,0,3,19,0,0,12,4,49,78,1,406,0,4.03,14.42,161.7,13,0.1,11.699999999999989,32,5.0,0,0,normal
2,16,0,1,0,22,3,0,14,5,59,34,1,259,1,0.54,12.73,149.0,10,0.14,-1.0,44,8.0,0,0,oil_change_needed
6,12,0,0,0,14,3,0,7,1,41,95,0,156,3,2.28,20.12,143.7,2,0.05,-6.300000000000011,35,2.0,0,0,normal
2,9,0,0,3,23,1,0,15,1,67,70,0,144,1,1.45,13.13,147.0,9,0.03,-3.0,35,4.5,1,0,water_contamination
3,8,0,1,2,16,2,0,3,3,59,75,1,308,1,1.96,14.88,159.9,9,0.08,9.900000000000006,30,2.67,0,0,normal
8,15,0,0,3,25,1,1,11,0,43,65,2,240,1,1.01,14.66,155.7,5,0.15,5.699999999999989,49,1.88,0,0,normal
6,9,1,0,1,21,3,0,9,3,33,99,0,491,1,1.5,13.15,162.5,13,0.1,12.5,40,1.5,0,1,oil_change_needed
3,11,1,1,3,18,1,0,9,2,55,38,1,446,4,1.28,14.6,160.4,0,0.1,10.400000000000006,35,3.67,0,0,normal
3,12,0,3,5,13,2,0,6,1,40,74,0,107,2,1.92,13.51,182.3,5,-0.03,32.30000000000001,33,4.0,0,0,oil_change_needed
5,14,0,2,0,16,2,1,1,3,53,28,0,177,1,1.48,14.49,165.5,12,0.1,15.5,39,2.8,0,0,sludge_formation
4,7,0,1,3,18,2,0,6,4,39,23,2,382,2,2.82,15.8,161.4,6,0.15,11.400000000000006,32,1.75,0,1,oil_change_needed
4,19,0,1,2,25,1,1,9,3,46,91,2,195,0,-0.42,16.16,171.6,5,0.02,21.599999999999994,50,4.75,1,0,water_contamination
9,12,0,1,3,22,3,0,2,2,33,38,0,320,1,2.21,11.51,168.7,6,0.14,18.69999999999999,47,1.33,0,0,oil_change_needed
2,9,0,0,1,16,3,0,7,5,33,28,1,280,2,1.06,16.65,157.3,12,0.1,7.300000000000011,30,4.5,0,1,oil_change_needed
2,9,0,0,0,23,3,0,15,1,31,29,2,233,4,2.03,15.77,173.6,7,0.06,23.599999999999994,37,4.5,0,0,oil_change_needed
4,9,0,0,1,20,0,0,18,5,59,19,0,424,3,1.65,15.34,150.8,13,0.06,0.8000000000000114,33,2.25,1,0,water_contamination
6,9,0,0,3,17,3,0,14,3,50,69,0,398,0,2.18,14.2,145.7,3,0.14,-4.300000000000011,35,1.5,0,0,normal
7,8,1,0,2,21,3,0,14,3,31,80,0,159,4,1.08,12.09,151.6,2,0.14,1.5999999999999943,40,1.14,0,0,normal
5,18,1,1,0,16,1,1,17,2,52,70,1,327,1,1.25,16.88,151.4,8,0.1,1.4000000000000057,42,3.6,0,0,normal
3,11,1,2,1,17,2,0,16,4,51,35,1,465,2,1.47,13.58,167.6,1,0.16,17.599999999999994,36,3.67,0,0,sludge_formation
7,7,1,0,4,20,2,0,10,1,51,30,4,364,1,0.92,13.14,150.8,2,0.1,0.8000000000000114,37,1.0,0,0,oil_change_needed
5,8,0,3,3,18,1,0,10,4,35,91,3,468,5,0.64,12.3,166.4,3,0.05,16.400000000000006,35,1.6,0,0,sludge_formation
2,8,1,2,0,21,3,0,18,0,53,97,1,346,4,3.58,15.51,149.7,0,0.1,-0.3000000000000113,37,4.0,0,0,normal
6,9,1,4,1,18,2,1,18,0,68,22,2,278,1,2.15,17.19,159.4,2,0.03,9.400000000000006,40,1.5,0,0,oil_change_needed
4,8,0,0,1,20,3,0,16,1,48,41,1,352,2,1.83,12.92,151.3,6,0.1,1.3000000000000114,35,2.0,0,0,normal
6,11,1,0,2,27,2,0,12,2,38,30,3,487,2,0.16,12.86,168.0,9,0.24,18.0,47,1.83,0,0,sludge_formation
5,10,1,1,2,18,0,0,10,0,65,88,0,359,7,2.16,15.23,140.1,3,0.09,-9.900000000000006,35,2.0,0,0,normal
4,10,0,2,2,21,2,0,11,1,44,75,1,461,1,2.52,14.09,154.4,1,0.11,4.400000000000006,39,2.5,0,0,normal
3,5,0,2,3,19,1,0,17,3,53,35,1,493,4,1.55,13.21,141.4,8,0.15,-8.599999999999994,30,1.67,0,0,normal
3,10,0,1,5,15,4,0,9,3,68,32,5,385,2,2.73,16.97,164.5,5,0.1,14.5,33,3.33,0,0,oil_change_needed
2,12,0,0,4,27,2,0,5,3,50,45,1,308,1,0.14,14.75,157.0,7,0.17,7.0,43,6.0,1,0,water_contamination
6,15,0,3,1,24,3,0,7,0,34,82,3,301,1,2.46,16.74,163.6,14,0.18,13.599999999999994,51,2.5,0,0,oil_change_needed
5,10,0,0,1,23,1,0,8,2,53,96,0,253,4,2.72,12.18,143.7,9,0.05,-6.300000000000011,39,2.0,0,0,normal
2,17,0,3,1,21,4,0,0,4,65,40,1,273,3,3.83,16.19,160.4,7,0.06,10.400000000000006,47,8.5,0,0,normal
8,15,0,3,1,25,4,0,13,3,34,45,3,499,5,3.51,12.7,179.0,3,0.19,29.0,55,1.88,0,0,oil_change_needed
4,8,0,3,1,14,1,0,15,3,44,15,1,224,3,2.32,14.09,152.3,5,0.09,2.300000000000012,30,2.0,0,0,oil_change_needed
7,4,0,1,1,19,1,1,3,4,69,80,2,344,2,1.0,14.48,155.5,9,0.01,5.5,32,0.57,0,0,normal
4,8,0,2,1,23,3,0,15,5,39,70,1,290,3,2.37,14.73,157.2,9,0.02,7.199999999999989,40,2.0,0,0,normal
3,17,0,2,4,15,2,0,16,1,63,31,0,334,7,5.11,14.46,149.3,1,0.06,-0.6999999999999886,39,5.67,0,0,normal
2,9,0,1,2,18,2,0,11,4,33,78,3,125,2,0.59,13.64,160.0,11,0.05,10.0,32,4.5,0,0,oil_change_needed
4,14,1,1,1,15,2,0,7,4,56,57,0,451,0,2.29,15.75,154.7,5,0.15,4.699999999999989,37,3.5,0,0,normal
1,12,1,0,3,10,1,1,17,1,57,51,1,154,3,3.46,15.14,153.2,9,0.13,3.1999999999999886,25,12.0,1,0,water_contamination
3,8,0,2,3,19,3,0,0,4,44,82,0,460,4,2.59,15.97,156.5,13,0.01,6.5,35,2.67,0,0,normal
6,8,0,2,4,25,3,0,17,4,61,67,1,411,0,3.61,16.58,146.5,0,0.09,-3.5,44,1.33,0,0,normal
3,10,0,2,1,18,1,0,5,6,31,51,1,465,1,2.31,17.48,147.2,0,0.14,-2.800000000000012,34,3.33,0,1,normal
3,13,0,1,0,28,1,1,16,5,54,17,1,412,2,2.53,14.04,163.4,9,0.01,13.400000000000006,46,4.33,0,0,oil_change_needed
6,12,0,0,4,22,1,0,1,1,43,84,0,216,3,2.49,16.28,139.2,8,0.1,-10.800000000000011,41,2.0,0,0,normal
5,10,0,1,1,21,2,0,0,0,39,51,1,144,1,2.19,13.72,169.8,0,0.09,19.80000000000001,39,2.0,0,0,oil_change_needed
9,8,0,2,2,21,1,0,6,1,33,62,0,201,2,1.95,14.22,148.1,4,0.11,-1.9000000000000057,41,0.89,0,0,normal
4,9,0,0,2,17,1,0,18,1,42,65,0,121,1,2.82,14.64,152.6,12,0.04,2.5999999999999943,31,2.25,1,1,water_contamination
8,8,1,0,4,22,2,0,6,3,48,39,2,256,3,1.99,12.77,146.5,4,0.06,-3.5,41,1.0,0,0,normal
5,10,1,1,0,20,2,0,17,3,60,74,2,129,3,1.66,13.91,154.0,8,0.12,4.0,39,2.0,1,0,water_contamination
7,7,1,2,4,21,2,0,18,2,50,94,1,408,3,1.52,14.03,161.6,6,0.05,11.599999999999994,40,1.0,0,0,normal
5,12,1,0,1,16,5,0,15,4,54,31,1,383,1,1.79,14.61,147.7,8,0.14,-2.300000000000012,39,2.4,0,0,normal
5,4,0,1,2,20,4,0,13,7,50,80,2,240,3,2.26,15.08,152.2,2,0.0,2.1999999999999886,34,0.8,0,0,normal
6,6,1,4,1,15,1,1,4,0,65,32,1,251,3,2.11,11.95,140.2,9,0.11,-9.800000000000011,33,1.0,0,0,normal
7,5,0,1,2,21,1,0,3,2,46,23,3,319,2,3.06,16.62,161.7,9,0.24,11.699999999999989,35,0.71,0,0,sludge_formation
3,8,0,2,4,27,1,0,0,5,59,52,0,190,4,2.0,16.92,175.1,14,0.12,25.099999999999994,41,2.67,0,0,oil_change_needed
3,8,0,2,0,17,1,1,9,2,46,75,1,178,2,0.96,14.43,152.7,1,0.06,2.6999999999999886,31,2.67,0,0,oil_change_needed
4,10,1,0,2,13,4,1,16,3,62,79,0,482,2,2.19,14.53,163.3,12,0.17,13.300000000000011,32,2.5,0,0,oil_change_needed
3,14,0,2,1,17,1,0,2,4,69,43,1,296,1,2.11,18.36,139.2,8,0.17,-10.800000000000011,37,4.67,0,0,normal
3,13,0,0,1,20,2,0,17,4,67,79,2,497,1,3.84,14.01,150.7,12,0.01,0.6999999999999886,38,4.33,0,0,normal
3,8,1,2,2,20,2,0,4,2,49,23,1,468,0,2.07,15.62,154.7,14,0.07,4.699999999999989,36,2.67,0,0,oil_change_needed
7,10,0,2,3,24,2,1,16,1,37,98,0,276,3,1.96,12.89,161.3,1,0.05,11.300000000000011,45,1.43,0,0,normal
3,6,0,2,2,23,3,1,18,4,40,14,1,105,4,2.4,15.65,143.0,0,0.06,-7.0,37,2.0,0,0,oil_change_needed
3,9,1,0,2,14,1,0,2,5,31,65,3,356,1,0.65,11.19,162.0,8,0.04,12.0,28,3.0,0,0,oil_change_needed
6,9,1,2,3,27,4,0,6,4,65,52,1,328,4,0.41,15.01,154.9,0,0.05,4.900000000000006,49,1.5,0,0,oil_change_needed
3,4,0,3,0,15,3,0,6,3,61,51,1,356,4,1.21,14.97,166.2,0,0.05,16.19999999999999,28,1.33,0,0,sludge_formation
5,16,0,2,2,13,1,0,13,3,69,50,0,227,0,2.08,13.23,162.0,11,0.1,12.0,37,3.2,0,0,normal
3,6,0,0,3,17,5,0,13,3,64,11,1,454,2,1.88,15.56,163.0,2,0.11,13.0,31,2.0,0,0,oil_change_needed
6,7,1,0,1,25,1,0,0,2,58,77,0,293,6,1.22,15.55,150.8,1,0.11,0.8000000000000114,40,1.17,0,0,normal
6,8,0,2,1,13,3,0,1,0,55,34,2,145,2,1.8,15.13,142.2,2,0.11,-7.800000000000011,32,1.33,0,0,normal
4,10,0,1,0,19,4,0,0,2,47,76,1,101,2,2.46,13.82,166.7,9,0.13,16.69999999999999,38,2.5,0,0,oil_change_needed
5,13,0,0,5,21,2,0,8,0,60,86,0,155,2,0.43,13.81,153.8,0,0.08,3.8000000000000114,41,2.6,0,0,oil_change_needed
8,8,0,0,1,13,2,0,18,4,60,65,3,172,4,3.79,15.59,154.6,2,0.11,4.599999999999994,31,1.0,0,0,normal
3,9,0,1,3,19,4,0,16,5,58,27,3,326,1,2.62,13.85,168.2,4,0.13,18.19999999999999,36,3.0,0,0,oil_change_needed
8,22,1,1,3,17,0,1,2,6,60,11,2,276,1,3.23,12.65,151.9,2,0.06,1.9000000000000057,49,2.75,0,0,oil_change_needed
3,13,1,0,0,19,4,1,17,2,33,21,1,288,1,1.97,16.69,160.3,0,0.08,10.300000000000011,40,4.33,0,0,oil_change_needed
6,9,0,0,5,23,5,0,12,6,43,87,1,294,2,3.2,15.09,150.1,7,0.16,0.0999999999999943,43,1.5,0,0,normal
2,14,0,1,3,25,2,1,4,3,40,74,1,352,3,-0.78,15.38,142.3,5,0.13,-7.699999999999989,44,7.0,0,0,oil_change_needed
10,6,1,0,2,21,1,0,2,5,54,30,0,364,1,-0.49,15.47,153.0,4,0.13,3.0,39,0.6,0,0,oil_change_needed
10,10,1,1,3,16,2,0,4,1,45,71,4,456,3,1.83,13.04,152.4,6,0.06,2.4000000000000057,40,1.0,0,0,normal
3,8,0,1,4,16,2,0,18,4,30,17,0,451,2,0.97,15.25,150.1,9,0.1,0.0999999999999943,30,2.67,0,0,oil_change_needed
5,13,1,1,1,20,3,1,8,6,34,64,1,202,1,0.48,14.65,136.5,7,0.13,-13.5,43,2.6,0,0,oil_change_needed
8,7,0,0,4,17,3,0,1,5,30,71,0,254,0,1.89,14.23,164.3,11,0.08,14.300000000000011,35,0.88,0,0,oil_change_needed
10,4,0,2,0,15,3,0,11,1,59,91,1,347,2,1.04,16.02,155.8,2,0.05,5.800000000000011,34,0.4,0,0,normal
5,10,0,2,0,20,2,0,19,0,34,33,3,294,2,1.8,14.37,153.2,6,0.08,3.1999999999999886,39,2.0,0,0,normal
2,10,1,2,3,28,0,0,7,1,51,84,1,113,2,1.44,11.39,154.1,14,0.05,4.099999999999994,43,5.0,0,0,normal
0,12,0,2,3,22,2,0,0,1,33,76,1,136,2,1.35,14.77,152.8,3,0.13,2.800000000000012,38,0.0,0,0,normal
7,4,0,0,2,29,4,0,8,2,63,71,1,434,0,3.1,14.66,153.5,5,0.08,3.5,44,0.57,0,0,normal
9,15,0,0,1,14,2,0,18,4,30,68,0,170,2,1.73,16.06,169.1,12,0.07,19.099999999999994,40,1.67,0,0,oil_change_needed
7,15,1,0,3,25,3,0,6,5,69,98,1,457,2,0.97,16.42,148.1,0,0.12,-1.9000000000000057,51,2.14,0,0,oil_change_needed
2,2,0,0,3,15,2,0,0,0,32,72,3,108,2,2.27,14.87,160.8,7,0.06,10.800000000000011,21,1.0,0,0,normal
7,7,1,2,1,11,2,1,1,2,30,92,1,441,1,1.16,14.92,161.9,7,0.19,11.900000000000006,30,1.0,0,0,oil_change_needed
5,17,0,0,2,15,0,0,12,3,55,71,0,410,3,2.7,16.56,152.5,2,0.17,2.5,37,3.4,0,0,normal
4,8,0,0,3,16,0,0,4,4,42,62,1,329,1,0.2,14.47,165.8,3,0.09,15.800000000000011,28,2.0,0,0,sludge_formation
2,10,0,1,4,22,3,0,12,3,65,98,2,275,0,3.4,16.56,140.7,1,0.02,-9.300000000000011,38,5.0,0,0,normal
4,11,0,1,3,18,0,0,1,5,69,31,0,397,3,1.62,13.8,152.5,10,0.15,2.5,34,2.75,0,0,normal
7,15,1,0,4,21,1,0,0,3,58,16,3,129,1,2.13,16.21,144.7,9,0.13,-5.300000000000011,45,2.14,0,0,oil_change_needed
5,6,0,0,5,20,1,1,13,0,39,23,1,482,2,2.43,16.62,134.7,9,0.02,-15.300000000000011,32,1.2,0,0,oil_change_needed
8,12,0,1,6,14,2,0,2,4,34,14,1,413,0,0.81,16.29,164.0,12,0.1,14.0,37,1.5,0,0,oil_change_needed
4,10,0,3,0,30,2,1,13,3,32,65,1,318,4,2.37,14.77,157.9,1,0.09,7.900000000000006,49,2.5,0,0,normal
4,8,0,1,1,24,2,1,5,3,39,71,1,447,1,3.92,16.21,149.8,14,0.08,-0.1999999999999886,39,2.0,0,0,normal
1,10,0,1,1,18,1,0,13,3,61,73,2,159,1,2.24,13.02,138.4,4,0.06,-11.599999999999994,31,10.0,0,0,normal
9,10,0,1,2,27,2,0,7,3,40,93,0,118,4,3.86,12.45,161.4,3,0.15,11.400000000000006,49,1.11,0,0,normal
7,11,1,0,4,15,1,1,7,2,62,84,1,455,1,2.59,13.54,150.8,3,0.09,0.8000000000000114,35,1.57,0,0,normal
7,9,1,1,2,24,2,0,15,1,61,36,1,402,5,1.91,15.44,154.5,0,0.12,4.5,44,1.29,0,0,normal
4,11,0,1,2,16,1,1,12,0,69,84,2,207,4,1.91,15.14,174.2,0,0.17,24.19999999999999,33,2.75,0,0,oil_change_needed
6,6,0,0,2,22,0,0,15,4,42,82,2,436,1,-1.07,14.37,165.2,7,0.03,15.199999999999989,34,1.0,0,0,sludge_formation
3,12,1,0,1,24,0,0,14,3,31,42,2,200,1,1.42,16.09,161.6,14,0.08,11.599999999999994,40,4.0,0,0,normal
4,11,0,1,1,16,3,0,6,4,51,26,2,177,2,2.45,16.7,149.2,0,0.07,-0.8000000000000114,35,2.75,0,0,oil_change_needed
5,9,0,1,1,20,0,0,5,1,62,60,2,383,2,2.59,15.89,163.4,12,0.02,13.400000000000006,35,1.8,0,0,oil_change_needed
0,10,1,1,1,19,2,1,13,2,67,96,0,490,0,0.87,16.14,148.4,13,0.09,-1.5999999999999943,33,0.0,0,0,oil_change_needed
4,15,0,2,4,17,1,1,8,2,47,42,0,117,5,1.95,14.36,157.7,9,0.04,7.699999999999989,39,3.75,0,0,normal
6,11,1,0,3,14,3,1,19,2,55,34,1,242,1,1.83,14.29,163.3,2,0.16,13.300000000000011,35,1.83,0,0,oil_change_needed
9,11,1,0,3,20,1,0,18,3,57,63,0,310,1,1.72,13.31,160.4,4,0.11,10.400000000000006,42,1.22,1,0,water_contamination
1,13,1,0,4,21,2,1,11,2,35,98,2,364,1,3.32,13.71,152.0,3,0.08,2.0,38,13.0,0,0,normal
6,8,0,1,2,13,3,0,14,4,65,20,0,468,3,1.39,15.92,158.7,7,0.09,8.699999999999989,31,1.33,0,0,oil_change_needed
5,5,0,2,1,18,3,0,13,3,36,54,0,109,1,0.58,12.85,163.4,8,0.17,13.400000000000006,33,1.0,0,0,oil_change_needed
5,12,0,0,0,23,2,0,8,1,55,70,1,319,3,2.96,16.14,138.2,8,0.16,-11.800000000000011,42,2.4,0,0,normal
5,12,1,3,3,30,3,0,4,2,64,64,1,364,1,1.8,17.09,157.2,7,0.09,7.199999999999989,54,2.4,0,0,normal
8,9,0,0,2,15,2,0,5,4,38,33,0,298,3,1.73,14.94,144.4,3,0.16,-5.599999999999994,34,1.12,0,0,normal
7,15,1,0,4,14,3,0,16,3,60,71,2,415,3,1.12,13.89,154.9,7,0.07,4.900000000000006,40,2.14,0,0,normal
3,12,0,0,5,22,2,0,11,1,51,96,1,408,2,0.95,14.65,147.5,10,0.09,-2.5,39,4.0,0,0,oil_change_needed
11,8,0,1,3,15,2,0,18,7,31,10,3,191,4,2.02,14.87,153.0,5,0.08,3.0,37,0.73,0,0,oil_change_needed
7,7,0,2,0,17,0,1,10,5,35,75,0,312,2,2.07,13.33,146.8,1,0.19,-3.1999999999999886,33,1.0,0,0,oil_change_needed
5,9,0,1,0,21,4,0,5,3,44,99,1,132,4,1.7,14.77,149.0,11,0.05,-1.0,40,1.8,0,0,normal
